Unique ID,Entered via,Department,Topic,Entered date
46,Web,Public Works,Alley Maintenance,11/13/15
47,Web,Public Works,Alley Maintenance,1/20/15
48,Phone,Public Works,Alley Maintenance,3/18/15
49,Web,Public Works,Alley Maintenance,5/6/15
50,Web,Public Works,Alley Maintenance,4/23/15
51,Web,Public Works,Alley Maintenance,3/16/15
52,Phone,Public Works,Alley Maintenance,9/23/15
53,Web,Public Works,Alley Maintenance,2/27/15
54,Phone,Public Works,Alley Maintenance,5/14/15
55,Phone,Public Works,Alley Maintenance,5/8/15
56,Web,Public Works,Alley Maintenance,10/5/15
57,Phone,Public Works,Alley Maintenance,3/13/15
58,Phone,Public Works,Alley Maintenance,7/2/15
59,Web,Public Works,Alley Maintenance,7/21/15
60,Phone,Public Works,Alley Maintenance,8/17/15
61,Web,Public Works,Alley Maintenance,2/19/15
62,Phone,Public Works,Alley Maintenance,7/2/15
63,Web,Public Works,Alley Maintenance,1/16/15
64,Phone,Public Works,Alley Maintenance,10/9/15
65,Web,Public Works,Alley Maintenance,1/20/15
66,Phone,Public Works,Alley Maintenance,3/30/15
67,Phone,Public Works,Alley Maintenance,8/3/15
68,Web,Public Works,Alley Maintenance,2/27/15
69,Web,Public Works,Alley Maintenance,8/30/15
70,Web,Public Works,Alley Maintenance,10/6/15
71,Phone,Public Works,Alley Maintenance,5/7/15
72,Web,Public Works,Alley Maintenance,7/24/15
73,Phone,Public Works,Alley Maintenance,6/30/15
74,Phone,Public Works,Alley Maintenance,8/5/15
75,Web,Public Works,Alley Maintenance,3/14/15
76,Phone,Public Works,Alley Maintenance,3/10/15
77,Phone,Public Works,Alley Maintenance,9/21/15
78,Web,Public Works,Alley Maintenance,1/20/15
79,Phone,Public Works,Alley Maintenance,9/10/15
80,Web,Public Works,Alley Maintenance,5/29/15
81,Phone,Public Works,Alley Maintenance,4/27/15
82,Phone,Public Works,Alley Maintenance,7/31/15
83,Web,Public Works,Alley Maintenance,8/12/15
84,Web,Public Works,Alley Maintenance,5/7/15
85,Phone,Public Works,Alley Maintenance,8/21/15
86,Phone,Public Works,Alley Maintenance,5/13/15
87,Web,Public Works,Alley Maintenance,8/17/15
88,Web,Public Works,Alley Maintenance,7/16/15
89,Web,Public Works,Alley Maintenance,2/27/15
90,Phone,Public Works,Alley Maintenance,3/30/15
91,Android,Public Works,Alley Maintenance,7/15/15
92,Phone,Public Works,Alley Maintenance,2/4/15
93,Web,Public Works,Alley Maintenance,8/24/15
94,Web,Public Works,Alley Maintenance,10/20/15
95,Web,Public Works,Alley Maintenance,3/2/15
96,Web,Public Works,Alley Maintenance,6/12/15
97,Phone,Public Works,Alley Maintenance,6/5/15
98,Web,Public Works,Alley Maintenance,7/22/15
99,Web,Public Works,Alley Maintenance,1/10/15
100,Web,Public Works,Alley Maintenance,1/12/15
101,Web,Public Works,Alley Maintenance,4/6/15
102,Web,Public Works,Alley Maintenance,3/9/15
103,Web,Public Works,Alley Maintenance,5/29/15
104,Phone,Public Works,Alley Maintenance,11/25/15
105,Web,Public Works,Alley Maintenance,2/27/15
106,Web,Public Works,Alley Maintenance,2/27/15
107,Phone,Public Works,Alley Maintenance,7/27/15
108,Phone,Public Works,Alley Maintenance,5/18/15
109,Web,Public Works,Alley Maintenance,6/4/15
110,Phone,Public Works,Alley Maintenance,11/20/15
111,Web,Public Works,Alley Maintenance,3/2/15
112,Phone,Public Works,Alley Maintenance,9/22/15
113,Web,Public Works,Alley Maintenance,4/24/15
114,Web,Public Works,Alley Maintenance,7/10/15
115,Web,Public Works,Alley Maintenance,2/6/15
116,Web,Public Works,Alley Maintenance,6/2/15
117,Web,Public Works,Alley Maintenance,5/20/15
118,Web,Public Works,Alley Maintenance,6/22/15
119,Phone,Public Works,Alley Maintenance,9/18/15
120,Phone,Public Works,Alley Maintenance,2/17/15
121,Phone,Public Works,Alley Maintenance,7/7/15
122,Phone,Public Works,Alley Maintenance,4/17/15
123,Phone,Public Works,Alley Maintenance,6/2/15
124,Phone,Public Works,Alley Maintenance,11/2/15
125,Web,Public Works,Alley Maintenance,10/16/15
126,Phone,Public Works,Alley Maintenance,3/11/15
127,Web,Public Works,Alley Maintenance,2/16/15
128,Phone,Public Works,Alley Maintenance,3/30/15
129,Web,Public Works,Alley Maintenance,8/21/15
130,Phone,Public Works,Alley Maintenance,9/17/15
131,Phone,Public Works,Alley Maintenance,8/14/15
132,Web,Public Works,Alley Maintenance,2/27/15
133,Web,Public Works,Alley Maintenance,3/2/15
134,Web,Public Works,Alley Maintenance,3/4/15
135,Web,Public Works,Alley Maintenance,4/7/15
136,Web,Public Works,Alley Maintenance,3/17/15
137,Phone,Public Works,Alley Maintenance,8/18/15
138,Phone,Public Works,Alley Maintenance,10/26/15
139,Web,Public Works,Alley Maintenance,7/7/15
140,Phone,Public Works,Alley Maintenance,11/2/15
141,Phone,Public Works,Alley Maintenance,8/14/15
142,Web,Public Works,Alley Maintenance,2/27/15
143,Web,Public Works,Alley Maintenance,2/27/15
144,Web,Public Works,Alley Maintenance,7/18/15
145,Phone,Public Works,Alley Maintenance,3/31/15
146,Web,Public Works,Alley Maintenance,7/21/15
147,Web,Public Works,Alley Maintenance,7/12/15
148,Web,Public Works,Alley Maintenance,6/23/15
149,Web,Public Works,Alley Maintenance,6/8/15
150,Phone,Public Works,Backflow Prevention - Drinking Water,12/21/15
151,Phone,Public Works,Backflow Prevention - Drinking Water,9/17/15
152,Phone,Public Works,Backflow Prevention - Drinking Water,5/28/15
153,Phone,Public Works,Backflow Prevention - Drinking Water,4/29/15
154,Phone,Public Works,Backflow Prevention - Drinking Water,3/11/15
155,Phone,Public Works,Backflow Prevention - Drinking Water,5/20/15
156,Phone,Public Works,Backflow Prevention - Drinking Water,9/17/15
157,Phone,Public Works,Backflow Prevention - Drinking Water,5/28/15
158,Phone,Public Works,Backflow Prevention - Drinking Water,12/16/15
159,Phone,Public Works,Backflow Prevention - Drinking Water,10/12/15
160,Phone,Public Works,Backflow Prevention - Drinking Water,4/14/15
161,Phone,Public Works,Backflow Prevention - Drinking Water,12/16/15
162,Phone,Public Works,Backflow Prevention - Drinking Water,11/19/15
163,Phone,Public Works,Backflow Prevention - Drinking Water,6/4/15
164,Phone,Public Works,Backflow Prevention - Drinking Water,4/14/15
165,Phone,Public Works,Backflow Prevention - Drinking Water,11/18/15
166,Phone,Public Works,Backflow Prevention - Drinking Water,10/23/15
167,Phone,Public Works,Backflow Prevention - Drinking Water,4/14/15
168,Phone,Public Works,Backflow Prevention - Drinking Water,4/29/15
169,Phone,Public Works,Backflow Prevention - Drinking Water,10/27/15
170,Phone,Public Works,Backflow Prevention - Drinking Water,10/14/15
171,Phone,Public Works,Backflow Prevention - Drinking Water,7/14/15
172,Phone,Public Works,Backflow Prevention - Drinking Water,12/29/15
173,Phone,Public Works,Backflow Prevention - Drinking Water,4/14/15
174,Phone,Public Works,Backflow Prevention - Drinking Water,4/29/15
175,Phone,Public Works,Backflow Prevention - Drinking Water,10/30/15
176,Phone,Public Works,Backflow Prevention - Drinking Water,8/7/15
177,Phone,Public Works,Backflow Prevention - Drinking Water,4/14/15
178,Phone,Public Works,Backflow Prevention - Drinking Water,4/29/15
179,Phone,Public Works,Backflow Prevention - Drinking Water,10/27/15
180,Email,Public Works,Backflow Prevention - Drinking Water,3/11/15
181,Phone,Public Works,Backflow Prevention - Drinking Water,3/25/15
182,Phone,Public Works,Backflow Prevention - Drinking Water,4/14/15
183,Phone,Public Works,Backflow Prevention - Drinking Water,4/29/15
184,Phone,Public Works,Backflow Prevention - Drinking Water,8/10/15
185,Phone,Public Works,Backflow Prevention - Drinking Water,3/11/15
186,iPhone,Police,Bear Resistant Container Required,9/1/15
187,Web,Police,Bear Resistant Container Required,9/2/15
188,iPhone,Police,Bear Resistant Container Required,9/3/15
189,iPhone,Police,Bear Resistant Container Required,9/3/15
190,iPhone,Police,Bear Resistant Container Required,9/3/15
191,iPhone,Police,Bear Resistant Container Required,9/3/15
192,iPhone,Police,Bear Resistant Container Required,9/4/15
193,Web,Police,Bear Resistant Container Required,9/8/15
194,iPhone,Police,Bear Resistant Container Required,9/16/15
195,iPhone,Police,Bear Resistant Container Required,9/17/15
196,iPhone,Police,Bear Resistant Container Required,9/17/15
197,iPhone,Police,Bear Resistant Container Required,9/17/15
198,iPhone,Police,Bear Resistant Container Required,9/18/15
199,iPhone,Police,Bear Resistant Container Required,8/28/15
200,iPhone,Police,Bear Resistant Container Required,9/24/15
201,iPhone,Police,Bear Resistant Container Required,8/31/15
202,iPhone,Police,Bear Resistant Container Required,9/1/15
203,iPhone,Police,Bear Resistant Container Required,9/1/15
204,Web,Police,Bear Resistant Container Required,9/2/15
205,iPhone,Police,Bear Resistant Container Required,9/3/15
206,iPhone,Police,Bear Resistant Container Required,9/3/15
207,iPhone,Police,Bear Resistant Container Required,9/3/15
208,iPhone,Police,Bear Resistant Container Required,9/3/15
209,iPhone,Police,Bear Resistant Container Required,9/4/15
210,Web,Police,Bear Resistant Container Required,9/8/15
211,iPhone,Police,Bear Resistant Container Required,9/16/15
212,iPhone,Police,Bear Resistant Container Required,9/17/15
213,iPhone,Police,Bear Resistant Container Required,9/17/15
214,iPhone,Police,Bear Resistant Container Required,9/17/15
215,iPhone,Police,Bear Resistant Container Required,9/18/15
216,iPhone,Police,Bear Resistant Container Required,8/28/15
217,iPhone,Police,Bear Resistant Container Required,9/24/15
218,iPhone,Police,Bear Resistant Container Required,8/31/15
219,iPhone,Police,Bear Resistant Container Required,10/14/15
220,iPhone,Police,Bear Resistant Container Required,9/1/15
221,iPhone,Police,Bear Resistant Container Required,9/1/15
222,iPhone,Police,Bear Resistant Container Required,9/3/15
223,iPhone,Police,Bear Resistant Container Required,9/3/15
224,iPhone,Police,Bear Resistant Container Required,9/3/15
225,Web,Police,Bear Resistant Container Required,8/4/15
226,iPhone,Police,Bear Resistant Container Required,9/3/15
227,iPhone,Police,Bear Resistant Container Required,9/4/15
228,iPhone,Police,Bear Resistant Container Required,9/4/15
229,Web,Police,Bear Resistant Container Required,9/8/15
230,iPhone,Police,Bear Resistant Container Required,9/16/15
231,iPhone,Police,Bear Resistant Container Required,9/17/15
232,iPhone,Police,Bear Resistant Container Required,9/17/15
233,iPhone,Police,Bear Resistant Container Required,9/17/15
234,iPhone,Police,Bear Resistant Container Required,8/28/15
235,iPhone,Police,Bear Resistant Container Required,9/24/15
236,iPhone,Police,Bear Resistant Container Required,8/31/15
237,iPhone,Police,Bear Resistant Container Required,10/14/15
238,iPhone,Police,Bear Resistant Container Required,9/1/15
239,iPhone,Police,Bear Resistant Container Required,9/8/15
240,iPhone,Police,Bear Resistant Container Required,9/1/15
241,iPhone,Police,Bear Resistant Container Required,9/3/15
242,iPhone,Police,Bear Resistant Container Required,9/3/15
243,iPhone,Police,Bear Resistant Container Required,9/3/15
244,iPhone,Police,Bear Resistant Container Required,9/3/15
245,iPhone,Police,Bear Resistant Container Required,9/4/15
246,iPhone,Police,Bear Resistant Container Required,9/4/15
247,Web,Police,Bear Resistant Container Required,9/8/15
248,iPhone,Police,Bear Resistant Container Required,9/16/15
249,iPhone,Police,Bear Resistant Container Required,9/17/15
250,iPhone,Police,Bear Resistant Container Required,9/17/15
251,iPhone,Police,Bear Resistant Container Required,9/17/15
252,iPhone,Police,Bear Resistant Container Required,9/18/15
253,iPhone,Police,Bear Resistant Container Required,8/28/15
254,iPhone,Police,Bear Resistant Container Required,9/24/15
255,iPhone,Police,Bear Resistant Container Required,9/1/15
256,iPhone,Police,Bear Resistant Container Required,10/14/15
257,iPhone,Police,Bear Resistant Container Required,9/1/15
258,Web,Police,Bear Resistant Container Required,3/28/15
259,iPhone,Police,Bear Resistant Container Required,9/1/15
260,iPhone,Police,Bear Resistant Container Required,9/14/15
261,iPhone,Police,Bear Resistant Container Required,9/1/15
262,iPhone,Police,Bear Resistant Container Required,9/3/15
263,iPhone,Police,Bear Resistant Container Required,9/3/15
264,iPhone,Police,Bear Resistant Container Required,9/3/15
265,Web,Police,Bear Resistant Container Required,9/1/15
266,iPhone,Police,Bear Resistant Container Required,9/4/15
267,iPhone,Police,Bear Resistant Container Required,9/4/15
268,iPhone,Police,Bear Resistant Container Required,9/10/15
269,iPhone,Police,Bear Resistant Container Required,9/16/15
270,iPhone,Police,Bear Resistant Container Required,9/17/15
271,iPhone,Police,Bear Resistant Container Required,9/17/15
272,iPhone,Police,Bear Resistant Container Required,9/17/15
273,iPhone,Police,Bear Resistant Container Required,9/18/15
274,iPhone,Police,Bear Resistant Container Required,8/28/15
275,iPhone,Police,Bear Resistant Container Required,9/24/15
276,iPhone,Police,Bear Resistant Container Required,9/1/15
277,iPhone,Police,Bear Resistant Container Required,10/15/15
278,iPhone,Police,Bear Resistant Container Required,10/15/15
279,iPhone,Police,Bear Resistant Container Required,9/1/15
280,iPhone,Police,Bear Resistant Container Required,9/26/15
281,iPhone,Police,Bear Resistant Container Required,9/1/15
282,iPhone,Police,Bear Resistant Container Required,9/3/15
283,iPhone,Police,Bear Resistant Container Required,9/3/15
284,iPhone,Police,Bear Resistant Container Required,9/3/15
285,iPhone,Police,Bear Resistant Container Required,9/3/15
286,iPhone,Police,Bear Resistant Container Required,9/4/15
287,iPhone,Police,Bear Resistant Container Required,9/4/15
288,iPhone,Police,Bear Resistant Container Required,9/14/15
289,iPhone,Police,Bear Resistant Container Required,9/16/15
290,iPhone,Police,Bear Resistant Container Required,9/17/15
291,iPhone,Police,Bear Resistant Container Required,9/17/15
292,iPhone,Police,Bear Resistant Container Required,9/17/15
293,iPhone,Police,Bear Resistant Container Required,9/18/15
294,iPhone,Police,Bear Resistant Container Required,8/28/15
295,iPhone,Police,Bear Resistant Container Required,9/24/15
296,iPhone,Police,Bear Resistant Container Required,9/1/15
297,iPhone,Police,Bear Resistant Container Required,9/1/15
298,iPhone,Police,Bear Resistant Container Required,9/1/15
299,iPhone,Police,Bear Resistant Container Required,9/3/15
300,iPhone,Police,Bear Resistant Container Required,9/3/15
301,iPhone,Police,Bear Resistant Container Required,9/3/15
302,iPhone,Police,Bear Resistant Container Required,9/3/15
303,iPhone,Police,Bear Resistant Container Required,9/4/15
304,iPhone,Police,Bear Resistant Container Required,9/4/15
305,iPhone,Police,Bear Resistant Container Required,9/16/15
306,iPhone,Police,Bear Resistant Container Required,9/16/15
307,iPhone,Police,Bear Resistant Container Required,9/17/15
308,iPhone,Police,Bear Resistant Container Required,9/17/15
309,iPhone,Police,Bear Resistant Container Required,9/17/15
310,iPhone,Police,Bear Resistant Container Required,9/18/15
311,iPhone,Police,Bear Resistant Container Required,8/31/15
312,iPhone,Police,Bear Resistant Container Required,9/24/15
313,Web,Police,Bear Resistant Container Required,9/1/15
314,Android,Police,Bear Resistant Container Required,9/21/15
315,Web,Police,Bear Resistant Container Required,10/30/15
316,iPhone,Police,Bear Resistant Container Required,9/1/15
317,Web,Police,Bear Resistant Container Required,9/2/15
318,iPhone,Police,Bear Resistant Container Required,9/3/15
319,iPhone,Police,Bear Resistant Container Required,9/3/15
320,iPhone,Police,Bear Resistant Container Required,9/3/15
321,iPhone,Police,Bear Resistant Container Required,9/3/15
322,iPhone,Police,Bear Resistant Container Required,9/4/15
323,iPhone,Police,Bear Resistant Container Required,9/4/15
324,iPhone,Police,Bear Resistant Container Required,9/16/15
325,iPhone,Police,Bear Resistant Container Required,9/17/15
326,iPhone,Police,Bear Resistant Container Required,9/17/15
327,iPhone,Police,Bear Resistant Container Required,9/17/15
328,iPhone,Police,Bear Resistant Container Required,9/17/15
329,iPhone,Police,Bear Resistant Container Required,9/24/15
330,iPhone,Police,Bear Resistant Container Required,8/31/15
331,iPhone,Police,Bear Resistant Container Required,9/1/15
332,Web,Public Works,Biking,6/12/15
333,iPhone,Public Works,Biking,10/25/15
334,Web,Public Works,Biking,6/25/15
335,Android,Public Works,Biking,12/18/15
336,Phone,Public Works,Biking,7/22/15
337,Web,Public Works,Biking,8/2/15
338,Phone,Public Works,Biking,2/13/15
339,iPhone,Public Works,Biking,8/18/15
340,Phone,Public Works,Biking,4/6/15
341,Web,Public Works,Biking,1/3/15
342,Web,Public Works,Biking,1/23/15
343,Web,Public Works,Biking,3/2/15
344,iPhone,Public Works,Biking,8/4/15
345,Web,Public Works,Biking,8/10/15
346,Phone,Public Works,Biking,9/11/15
347,Web,Public Works,Biking,6/29/15
348,Web,Public Works,Biking,1/15/15
349,Phone,Public Works,Biking,1/14/15
350,Web,Public Works,Biking,10/17/15
351,Phone,Public Works,Biking,8/5/15
352,Web,Public Works,Biking,12/22/15
353,iPhone,Public Works,Biking,1/13/15
354,iPhone,Public Works,Biking,8/18/15
355,Phone,Public Works,Biking,4/6/15
356,Web,Public Works,Biking,7/20/15
357,Web,Public Works,Biking,3/13/15
358,iPhone,Public Works,Biking,8/22/15
359,iPhone,Public Works,Biking,9/17/15
360,iPhone,Public Works,Biking,6/8/15
361,Web,Public Works,Biking,11/13/15
362,Web,Public Works,Biking,7/7/15
363,Web,Public Works,Biking,6/19/15
364,iPhone,Public Works,Biking,11/30/15
365,Web,Public Works,Biking,7/24/15
366,Web,Public Works,Biking,7/30/15
367,Web,Public Works,Biking,8/26/15
368,Web,Public Works,Biking,11/6/15
369,Web,Public Works,Biking,7/10/15
370,iPhone,Public Works,Biking,1/15/15
371,Web,Public Works,Biking,1/8/15
372,Phone,Public Works,Biking,4/6/15
373,Web,Public Works,Biking,7/27/15
374,iPhone,Public Works,Biking,6/12/15
375,Web,Public Works,Biking,4/1/15
376,Web,Public Works,Biking,8/26/15
377,iPhone,Public Works,Biking,1/6/15
378,Web,Public Works,Biking,8/4/15
379,Web,Public Works,Biking,7/19/15
380,Web,Public Works,Biking,9/18/15
381,Web,Public Works,Biking,3/15/15
382,Web,Public Works,Biking,3/17/15
383,Web,Public Works,Biking,9/18/15
384,Phone,Public Works,Biking,7/27/15
385,Web,Public Works,Biking,6/2/15
386,Web,Public Works,Biking,10/16/15
387,iPhone,Public Works,Biking,4/1/15
388,Web,Public Works,Biking,6/11/15
389,iPhone,Public Works,Biking,3/15/15
390,Web,Public Works,Biking,1/22/15
391,Phone,Public Works,Biking,4/6/15
392,iPhone,Public Works,Biking,9/5/15
393,Web,Public Works,Biking,6/16/15
394,Web,Public Works,Biking,3/4/15
395,Web,Public Works,Biking,7/7/15
396,Phone,Public Works,Biking,3/20/15
397,Web,Public Works,Biking,6/25/15
398,Android,Public Works,Biking,8/18/15
399,Phone,Public Works,Biking,8/19/15
400,iPhone,Public Works,Biking,9/17/15
401,Web,Public Works,Biking,8/12/15
402,Web,Public Works,Biking,7/31/15
403,Web,Public Works,Biking,1/7/15
404,Phone,Public Works,Biking,4/6/15
405,Web,Public Works,Biking,7/29/15
406,Web,Public Works,Biking,6/2/15
407,Web,Public Works,Biking,9/25/15
408,iPhone,Public Works,Biking,12/18/15
409,Web,Public Works,Biking,12/10/15
410,Web,Public Works,Biking,2/18/15
411,Web,Public Works,Biking,1/2/15
412,iPhone,Public Works,Biking,8/4/15
413,Web,Public Works,Biking,9/9/15
414,Web,Public Works,Biking,1/9/15
415,Web,Public Works,Biking,11/10/15
416,Web,Public Works,Biking,6/8/15
417,iPhone,Public Works,Biking,1/7/15
418,Android,Public Works,Biking,10/13/15
419,Web,Public Works,Biking,8/4/15
420,Web,Public Works,Biking,10/20/15
421,Phone,Public Works,Biking,4/29/15
422,Web,Public Works,Biking,10/6/15
423,Android,Public Works,Biking,10/11/15
424,Web,Public Works,Biking,1/2/15
425,Web,Public Works,Biking,8/17/15
426,Web,Public Works,Biking,6/12/15
427,iPhone,Public Works,Biking,12/18/15
428,Web,Public Works,Biking,8/18/15
429,Android,Public Works,Biking,12/18/15
430,Web,Public Works,Biking,1/2/15
431,iPhone,Public Works,Biking,8/17/15
432,Web,Public Works,Biking,5/16/15
433,Web,Community Planning and Sustainability,Boulder Civic Area,8/22/15
434,Web,Community Planning and Sustainability,Boulder Civic Area,7/3/15
435,Web,Community Planning and Sustainability,Boulder Civic Area,7/19/15
436,Web,Community Planning and Sustainability,Boulder Planning,2/17/15
437,Web,Community Planning and Sustainability,Boulder Planning,8/7/15
438,Web,Community Planning and Sustainability,Boulder Planning,10/13/15
439,Web,Community Planning and Sustainability,Boulder Planning,12/11/15
440,Web,Community Planning and Sustainability,Boulder Planning,6/27/15
441,Web,Community Planning and Sustainability,Boulder Planning,7/26/15
442,Web,Community Planning and Sustainability,Boulder Planning,7/24/15
443,Web,Community Planning and Sustainability,Boulder Planning,9/11/15
444,Web,Community Planning and Sustainability,Boulder Planning,8/8/15
445,Phone,Community Planning and Sustainability,Boulder Planning,1/13/15
446,Web,Community Planning and Sustainability,Boulder Planning,9/10/15
447,Web,Community Planning and Sustainability,Boulder Planning,1/8/15
448,Web,Community Planning and Sustainability,Boulder Planning,10/13/15
449,Web,Community Planning and Sustainability,Boulder Planning,7/8/15
450,Web,Community Planning and Sustainability,Boulder Planning,10/2/15
451,Web,Community Planning and Sustainability,Boulder Planning,6/12/15
452,Web,Community Planning and Sustainability,Boulder Planning,5/16/15
453,Web,Community Planning and Sustainability,Boulder Planning,7/10/15
454,Web,Community Planning and Sustainability,Boulder Planning,9/8/15
455,Web,Community Planning and Sustainability,Boulder Planning,4/22/15
456,Web,Community Planning and Sustainability,Boulder Planning,4/24/15
457,Web,Community Planning and Sustainability,Boulder Planning,4/15/15
458,Web,Community Planning and Sustainability,Boulder Planning,8/20/15
459,Web,Community Planning and Sustainability,Boulder Planning,11/8/15
460,Web,Community Planning and Sustainability,Boulder Planning,1/22/15
461,Web,Community Planning and Sustainability,Boulder Planning,10/15/15
462,Web,Community Planning and Sustainability,Boulder Planning,12/14/15
463,Web,Community Planning and Sustainability,Boulder Planning,6/19/15
464,Web,Community Planning and Sustainability,Boulder Planning,5/31/15
465,Phone,Community Planning and Sustainability,Boulder Planning,7/30/15
466,Web,Community Planning and Sustainability,Boulder Planning,7/13/15
467,Web,Community Planning and Sustainability,Boulder Planning,3/24/15
468,iPhone,Community Planning and Sustainability,Boulder Planning,8/14/15
469,Web,Community Planning and Sustainability,Boulder Planning,7/14/15
470,Web,Community Planning and Sustainability,Boulder Planning,6/12/15
471,Web,Community Planning and Sustainability,Boulder Planning,6/3/15
472,Web,Community Planning and Sustainability,Boulder Planning,8/5/15
473,Web,Community Planning and Sustainability,Boulder Planning,7/29/15
474,Web,Community Planning and Sustainability,Boulder Planning,5/13/15
475,Web,Community Planning and Sustainability,Boulder Planning,10/1/15
476,Web,Community Planning and Sustainability,Boulder Planning,4/13/15
477,Web,Community Planning and Sustainability,Boulder Planning,2/17/15
478,Web,Community Planning and Sustainability,Boulder Planning,6/24/15
479,Web,Community Planning and Sustainability,Boulder Planning,10/13/15
480,Web,Community Planning and Sustainability,Boulder Planning,4/16/15
481,Phone,Community Planning and Sustainability,Boulder Planning,6/17/15
482,Web,Community Planning and Sustainability,Boulder Planning,8/19/15
483,Web,Community Planning and Sustainability,Boulder Planning,11/9/15
484,Web,Community Planning and Sustainability,Boulder Planning,8/25/15
485,Web,Community Planning and Sustainability,Boulder Planning,4/20/15
486,Web,Parks and Recreation,Boulder Reservoir,9/9/15
487,Web,Parks and Recreation,Boulder Reservoir,7/11/15
488,Web,Parks and Recreation,Boulder Reservoir,5/10/15
489,Web,Parks and Recreation,Boulder Reservoir,4/20/15
490,Web,Parks and Recreation,Boulder Reservoir,2/28/15
491,Web,Parks and Recreation,Boulder Reservoir,4/20/15
492,Web,Parks and Recreation,Boulder Reservoir,3/27/15
493,Web,Parks and Recreation,Boulder Reservoir,5/10/15
494,Web,Community Vitality,Broken Parking Meter or Pay Station,5/27/15
495,Phone,Community Vitality,Broken Parking Meter or Pay Station,7/6/15
496,Phone,Community Vitality,Broken Parking Meter or Pay Station,4/28/15
497,Phone,Community Vitality,Broken Parking Meter or Pay Station,11/6/15
498,Phone,Community Vitality,Broken Parking Meter or Pay Station,7/10/15
499,Phone,Community Vitality,Broken Parking Meter or Pay Station,4/29/15
500,Phone,Community Vitality,Broken Parking Meter or Pay Station,2/6/15
501,Phone,Community Vitality,Broken Parking Meter or Pay Station,11/10/15
502,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/1/15
503,Phone,Community Vitality,Broken Parking Meter or Pay Station,3/26/15
504,Phone,Community Vitality,Broken Parking Meter or Pay Station,11/16/15
505,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/5/15
506,Phone,Community Vitality,Broken Parking Meter or Pay Station,3/27/15
507,Phone,Community Vitality,Broken Parking Meter or Pay Station,11/27/15
508,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/7/15
509,Phone,Community Vitality,Broken Parking Meter or Pay Station,3/30/15
510,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/11/15
511,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/11/15
512,Phone,Community Vitality,Broken Parking Meter or Pay Station,3/30/15
513,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/23/15
514,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/11/15
515,Phone,Community Vitality,Broken Parking Meter or Pay Station,4/2/15
516,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/8/15
517,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/18/15
518,Phone,Community Vitality,Broken Parking Meter or Pay Station,4/3/15
519,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/21/15
