Unique ID,Entered via,Department,Topic,Entered date
71,Phone,Public Works,Alley Maintenance,8/19/16
72,Phone,Public Works,Alley Maintenance,2/25/16
73,Phone,Public Works,Alley Maintenance,6/8/16
74,Web,Public Works,Alley Maintenance,7/27/16
75,Web,Public Works,Alley Maintenance,10/6/16
76,Web,Public Works,Alley Maintenance,4/4/16
77,Web,Public Works,Alley Maintenance,5/24/16
78,Phone,Public Works,Alley Maintenance,11/14/16
79,Web,Public Works,Alley Maintenance,3/31/16
80,Phone,Public Works,Alley Maintenance,10/20/16
81,Phone,Public Works,Alley Maintenance,7/5/16
82,Phone,Public Works,Alley Maintenance,4/29/16
83,Web,Public Works,Alley Maintenance,5/23/16
84,Web,Public Works,Alley Maintenance,7/18/16
85,Web,Public Works,Alley Maintenance,1/21/16
86,Web,Public Works,Alley Maintenance,6/4/16
87,Web,Public Works,Alley Maintenance,5/27/16
88,Web,Public Works,Alley Maintenance,4/3/16
89,Web,Public Works,Alley Maintenance,4/4/16
90,Web,Public Works,Alley Maintenance,5/25/16
91,Web,Public Works,Alley Maintenance,2/11/16
92,Web,Public Works,Alley Maintenance,5/25/16
93,Phone,Public Works,Alley Maintenance,3/8/16
94,Phone,Public Works,Alley Maintenance,9/2/16
95,Web,Public Works,Alley Maintenance,4/21/16
96,Web,Public Works,Alley Maintenance,10/4/16
97,Web,Public Works,Alley Maintenance,12/6/16
98,Phone,Public Works,Alley Maintenance,4/11/16
99,Web,Public Works,Alley Maintenance,3/18/16
100,Web,Public Works,Alley Maintenance,6/9/16
101,Phone,Public Works,Alley Maintenance,5/19/16
102,Phone,Public Works,Alley Maintenance,6/9/16
103,Web,Public Works,Alley Maintenance,12/21/16
104,Phone,Public Works,Alley Maintenance,8/25/16
105,Web,Public Works,Alley Maintenance,5/12/16
106,Phone,Public Works,Alley Maintenance,10/21/16
107,Phone,Public Works,Alley Maintenance,6/30/16
108,Web,Public Works,Alley Maintenance,9/16/16
109,Web,Public Works,Alley Maintenance,9/4/16
110,Web,Public Works,Alley Maintenance,4/5/16
111,Phone,Public Works,Alley Maintenance,7/8/16
112,Phone,Public Works,Alley Maintenance,4/28/16
113,Web,Public Works,Alley Maintenance,12/1/16
114,Web,Public Works,Alley Maintenance,5/4/16
115,Web,Public Works,Alley Maintenance,4/30/16
116,Phone,Public Works,Alley Maintenance,11/14/16
117,Web,Public Works,Alley Maintenance,8/24/16
118,Phone,Public Works,Alley Maintenance,10/11/16
119,Phone,Public Works,Alley Maintenance,11/2/16
120,Web,Public Works,Alley Maintenance,12/23/16
121,Phone,Public Works,Alley Maintenance,3/2/16
122,Phone,Public Works,Alley Maintenance,4/15/16
123,Web,Public Works,Alley Maintenance,10/29/16
124,Web,Public Works,Alley Maintenance,4/4/16
125,Phone,Public Works,Alley Maintenance,11/21/16
126,Web,Public Works,Alley Maintenance,5/25/16
127,iPhone,Public Works,Backflow Prevention - Drinking Water,9/19/16
128,Phone,Public Works,Backflow Prevention - Drinking Water,10/5/16
129,Phone,Public Works,Backflow Prevention - Drinking Water,2/19/16
130,Phone,Public Works,Backflow Prevention - Drinking Water,1/21/16
131,Phone,Public Works,Backflow Prevention - Drinking Water,2/17/16
132,Web,Public Works,Backflow Prevention - Drinking Water,11/17/16
133,Email,Public Works,Backflow Prevention - Drinking Water,1/8/16
134,Web,Public Works,Backflow Prevention - Drinking Water,9/7/16
135,Phone,Public Works,Backflow Prevention - Drinking Water,2/17/16
136,Phone,Public Works,Backflow Prevention - Drinking Water,6/29/16
137,iPhone,Police,Bear Resistant Container Required,8/4/16
138,iPhone,Police,Bear Resistant Container Required,7/20/16
139,iPhone,Police,Bear Resistant Container Required,8/19/16
140,iPhone,Police,Bear Resistant Container Required,9/15/16
141,iPhone,Police,Bear Resistant Container Required,8/13/16
142,iPhone,Police,Bear Resistant Container Required,9/15/16
143,iPhone,Police,Bear Resistant Container Required,8/9/16
144,iPhone,Police,Bear Resistant Container Required,8/27/16
145,iPhone,Police,Bear Resistant Container Required,9/19/16
146,iPhone,Police,Bear Resistant Container Required,7/20/16
147,Android,Police,Bear Resistant Container Required,8/18/16
148,iPhone,Police,Bear Resistant Container Required,9/7/16
149,iPhone,Police,Bear Resistant Container Required,8/19/16
150,iPhone,Police,Bear Resistant Container Required,9/15/16
151,iPhone,Police,Bear Resistant Container Required,8/13/16
152,iPhone,Police,Bear Resistant Container Required,8/9/16
153,iPhone,Police,Bear Resistant Container Required,8/27/16
154,iPhone,Police,Bear Resistant Container Required,10/3/16
155,iPhone,Police,Bear Resistant Container Required,11/1/16
156,Web,Police,Bear Resistant Container Required,9/3/16
157,iPhone,Police,Bear Resistant Container Required,7/20/16
158,iPhone,Police,Bear Resistant Container Required,7/20/16
159,iPhone,Police,Bear Resistant Container Required,8/19/16
160,Web,Police,Bear Resistant Container Required,6/5/16
161,iPhone,Police,Bear Resistant Container Required,12/11/16
162,iPhone,Police,Bear Resistant Container Required,8/29/16
163,iPhone,Police,Bear Resistant Container Required,9/15/16
164,iPhone,Police,Bear Resistant Container Required,8/9/16
165,iPhone,Police,Bear Resistant Container Required,9/15/16
166,iPhone,Police,Bear Resistant Container Required,8/9/16
167,iPhone,Police,Bear Resistant Container Required,10/5/16
168,Web,Police,Bear Resistant Container Required,9/6/16
169,iPhone,Police,Bear Resistant Container Required,7/20/16
170,iPhone,Police,Bear Resistant Container Required,9/21/16
171,iPhone,Police,Bear Resistant Container Required,7/20/16
172,iPhone,Police,Bear Resistant Container Required,10/13/16
173,iPhone,Police,Bear Resistant Container Required,8/24/16
174,iPhone,Police,Bear Resistant Container Required,8/19/16
175,iPhone,Police,Bear Resistant Container Required,5/26/16
176,iPhone,Police,Bear Resistant Container Required,9/15/16
177,iPhone,Police,Bear Resistant Container Required,8/9/16
178,iPhone,Police,Bear Resistant Container Required,9/15/16
179,iPhone,Police,Bear Resistant Container Required,7/25/16
180,iPhone,Police,Bear Resistant Container Required,9/20/16
181,iPhone,Police,Bear Resistant Container Required,10/27/16
182,iPhone,Police,Bear Resistant Container Required,11/3/16
183,iPhone,Police,Bear Resistant Container Required,7/20/16
184,iPhone,Police,Bear Resistant Container Required,10/13/16
185,iPhone,Police,Bear Resistant Container Required,9/14/16
186,iPhone,Police,Bear Resistant Container Required,9/15/16
187,iPhone,Police,Bear Resistant Container Required,8/9/16
188,iPhone,Police,Bear Resistant Container Required,9/15/16
189,Web,Police,Bear Resistant Container Required,6/16/16
190,iPhone,Police,Bear Resistant Container Required,9/19/16
191,iPhone,Police,Bear Resistant Container Required,7/20/16
192,iPhone,Police,Bear Resistant Container Required,10/13/16
193,iPhone,Police,Bear Resistant Container Required,12/12/16
194,iPhone,Police,Bear Resistant Container Required,8/30/16
195,iPhone,Police,Bear Resistant Container Required,8/13/16
196,iPhone,Police,Bear Resistant Container Required,8/9/16
197,iPhone,Police,Bear Resistant Container Required,8/27/16
198,Web,Police,Bear Resistant Container Required,4/19/16
199,iPhone,Police,Bear Resistant Container Required,11/3/16
200,iPhone,Police,Bear Resistant Container Required,9/26/16
201,iPhone,Police,Bear Resistant Container Required,7/20/16
202,iPhone,Police,Bear Resistant Container Required,9/7/16
203,iPhone,Police,Bear Resistant Container Required,8/20/16
204,iPhone,Police,Bear Resistant Container Required,8/30/16
205,iPhone,Police,Bear Resistant Container Required,8/13/16
206,iPhone,Police,Bear Resistant Container Required,9/15/16
207,iPhone,Police,Bear Resistant Container Required,8/9/16
208,iPhone,Police,Bear Resistant Container Required,8/27/16
209,iPhone,Police,Bear Resistant Container Required,10/10/16
210,iPhone,Police,Bear Resistant Container Required,11/3/16
211,iPhone,Police,Bear Resistant Container Required,8/4/16
212,iPhone,Police,Bear Resistant Container Required,10/13/16
213,iPhone,Police,Bear Resistant Container Required,8/8/16
214,iPhone,Police,Bear Resistant Container Required,8/13/16
215,iPhone,Police,Bear Resistant Container Required,9/15/16
216,iPhone,Police,Bear Resistant Container Required,8/9/16
217,iPhone,Police,Bear Resistant Container Required,8/27/16
218,iPhone,Police,Bear Resistant Container Required,10/3/16
219,iPhone,Police,Bear Resistant Container Required,10/21/16
220,Web,Public Works,Bicycling,1/19/16
221,Web,Public Works,Bicycling,4/5/16
222,Android,Public Works,Bicycling,3/16/16
223,Web,Public Works,Bicycling,4/24/16
224,Web,Public Works,Bicycling,7/12/16
225,Web,Public Works,Bicycling,1/14/16
226,Android,Public Works,Bicycling,12/4/16
227,Web,Public Works,Bicycling,9/8/16
228,Web,Public Works,Bicycling,8/15/16
229,iPhone,Public Works,Bicycling,4/25/16
230,iPhone,Public Works,Bicycling,9/1/16
231,Web,Public Works,Bicycling,4/25/16
232,Android,Public Works,Bicycling,3/30/16
233,Web,Public Works,Bicycling,2/17/16
234,iPhone,Public Works,Bicycling,11/12/16
235,iPhone,Public Works,Bicycling,9/28/16
236,Web,Public Works,Bicycling,8/7/16
237,Web,Public Works,Bicycling,9/8/16
238,Web,Public Works,Bicycling,9/9/16
239,Web,Public Works,Bicycling,6/1/16
240,iPhone,Public Works,Bicycling,8/26/16
241,Web,Public Works,Bicycling,8/15/16
242,Web,Public Works,Bicycling,6/19/16
243,iPhone,Public Works,Bicycling,11/12/16
244,Phone,Public Works,Bicycling,3/29/16
245,Web,Public Works,Bicycling,6/9/16
246,Web,Public Works,Bicycling,2/12/16
247,Web,Public Works,Bicycling,6/5/16
248,Web,Public Works,Bicycling,8/7/16
249,Android,Public Works,Bicycling,9/9/16
250,Web,Public Works,Bicycling,1/21/16
251,Phone,Public Works,Bicycling,6/30/16
252,Web,Public Works,Bicycling,8/27/16
253,Web,Public Works,Bicycling,6/9/16
254,Web,Public Works,Bicycling,8/28/16
255,Web,Public Works,Bicycling,5/23/16
256,Web,Public Works,Bicycling,7/19/16
257,Android,Public Works,Bicycling,9/25/16
258,Web,Public Works,Bicycling,6/27/16
259,iPhone,Public Works,Bicycling,8/21/16
260,Web,Public Works,Bicycling,8/7/16
261,iPhone,Public Works,Bicycling,5/22/16
262,Web,Public Works,Bicycling,9/14/16
263,Web,Public Works,Bicycling,8/14/16
264,Web,Public Works,Bicycling,5/27/16
265,iPhone,Public Works,Bicycling,6/2/16
266,Web,Public Works,Bicycling,11/14/16
267,Android,Public Works,Bicycling,7/6/16
268,Web,Public Works,Bicycling,6/28/16
269,Web,Public Works,Bicycling,4/25/16
270,Web,Public Works,Bicycling,2/8/16
271,Web,Public Works,Bicycling,4/21/16
272,Web,Public Works,Bicycling,1/14/16
273,Web,Public Works,Boulder Civic Area,11/24/16
274,Web,Public Works,Boulder Civic Area,7/25/16
275,Web,Public Works,Boulder Civic Area,7/19/16
276,Web,Public Works,Boulder Civic Area,9/15/16
277,iPhone,Public Works,Boulder Civic Area,9/3/16
278,Web,Public Works,Boulder Measures,11/30/16
279,Web,Communication,Boulder Planning,3/4/16
280,Web,Communication,Boulder Planning,3/11/16
281,Web,Communication,Boulder Planning,10/7/16
282,Web,Communication,Boulder Planning,10/21/16
283,Web,Communication,Boulder Planning,4/11/16
284,Web,Communication,Boulder Planning,7/6/16
285,Web,Communication,Boulder Planning,7/15/16
286,Web,Communication,Boulder Planning,7/11/16
287,Phone,Communication,Boulder Planning,1/21/16
288,Web,Communication,Boulder Planning,3/2/16
289,Web,Communication,Boulder Planning,4/22/16
290,Web,Communication,Boulder Planning,11/9/16
291,Web,Communication,Boulder Planning,1/17/16
292,Web,Communication,Boulder Planning,6/7/16
293,Phone,Communication,Boulder Planning,7/12/16
294,Web,Communication,Boulder Planning,8/26/16
295,Web,Communication,Boulder Planning,2/3/16
296,Web,Communication,Boulder Planning,11/9/16
297,Web,Communication,Boulder Planning,9/13/16
298,Web,Communication,Boulder Planning,7/22/16
299,Web,Communication,Boulder Planning,9/23/16
300,Web,Communication,Boulder Planning,8/10/16
301,Web,Communication,Boulder Planning,8/27/16
302,Web,Parks and Recreation,Boulder Reservoir,11/7/16
303,Web,Parks and Recreation,Boulder Reservoir,8/7/16
304,Phone,Community Vitality,Broken Parking Meter or Pay Station,2/19/16
305,Phone,Community Vitality,Broken Parking Meter or Pay Station,4/27/16
306,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/18/16
307,Phone,Community Vitality,Broken Parking Meter or Pay Station,11/9/16
308,Phone,Community Vitality,Broken Parking Meter or Pay Station,11/3/16
309,Phone,Community Vitality,Broken Parking Meter or Pay Station,3/24/16
310,Phone,Community Vitality,Broken Parking Meter or Pay Station,4/11/16
311,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/23/16
312,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/7/16
313,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/4/16
314,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/18/16
315,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/25/16
316,Phone,Community Vitality,Broken Parking Meter or Pay Station,8/4/16
317,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/4/16
318,Phone,Community Vitality,Broken Parking Meter or Pay Station,11/4/16
319,Phone,Community Vitality,Broken Parking Meter or Pay Station,8/1/16
320,Phone,Community Vitality,Broken Parking Meter or Pay Station,9/12/16
321,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/19/16
322,Phone,Community Vitality,Broken Parking Meter or Pay Station,7/20/16
323,Phone,Community Vitality,Broken Parking Meter or Pay Station,8/1/16
324,Phone,Community Vitality,Broken Parking Meter or Pay Station,6/9/16
325,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/8/16
326,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/2/16
327,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/20/16
328,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/8/16
329,Web,Community Vitality,Broken Parking Meter or Pay Station,7/2/16
330,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/6/16
331,Phone,Community Vitality,Broken Parking Meter or Pay Station,6/17/16
332,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/27/16
333,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/21/16
334,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/29/16
335,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/2/16
336,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/2/16
337,Phone,Community Vitality,Broken Parking Meter or Pay Station,2/24/16
338,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/21/16
339,Phone,Community Vitality,Broken Parking Meter or Pay Station,7/7/16
340,Web,Community Vitality,Broken Parking Meter or Pay Station,9/29/16
341,Phone,Community Vitality,Broken Parking Meter or Pay Station,4/27/16
342,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/23/16
343,Phone,Community Vitality,Broken Parking Meter or Pay Station,7/7/16
344,Phone,Community Vitality,Broken Parking Meter or Pay Station,9/20/16
345,Phone,Community Vitality,Broken Parking Meter or Pay Station,11/30/16
346,Phone,Community Vitality,Broken Parking Meter or Pay Station,4/1/16
347,Phone,Community Vitality,Broken Parking Meter or Pay Station,4/1/16
348,Phone,Community Vitality,Broken Parking Meter or Pay Station,2/4/16
349,Phone,Community Vitality,Broken Parking Meter or Pay Station,7/27/16
350,Phone,Community Vitality,Broken Parking Meter or Pay Station,3/3/16
351,Phone,Community Vitality,Broken Parking Meter or Pay Station,2/4/16
352,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/24/16
353,Phone,Community Vitality,Broken Parking Meter or Pay Station,2/5/16
354,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/19/16
355,Phone,Community Vitality,Broken Parking Meter or Pay Station,8/30/16
356,Phone,Community Vitality,Broken Parking Meter or Pay Station,2/16/16
357,Phone,Community Vitality,Broken Parking Meter or Pay Station,2/9/16
358,Phone,Community Vitality,Broken Parking Meter or Pay Station,11/25/16
359,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/11/16
360,Phone,Community Vitality,Broken Parking Meter or Pay Station,6/27/16
361,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/5/16
362,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/7/16
363,Web,Community Vitality,Broken Parking Meter or Pay Station,2/16/16
364,Web,Community Vitality,Broken Parking Meter or Pay Station,5/27/16
365,Phone,Community Vitality,Broken Parking Meter or Pay Station,6/16/16
366,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/31/16
367,Phone,Community Vitality,Broken Parking Meter or Pay Station,6/13/16
368,Phone,Community Vitality,Broken Parking Meter or Pay Station,4/19/16
369,Phone,Community Vitality,Broken Parking Meter or Pay Station,11/18/16
370,Phone,Community Vitality,Broken Parking Meter or Pay Station,9/16/16
371,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/10/16
372,Phone,Community Vitality,Broken Parking Meter or Pay Station,4/4/16
373,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/7/16
374,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/4/16
375,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/11/16
376,Phone,Community Vitality,Broken Parking Meter or Pay Station,2/8/16
377,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/8/16
378,Web,Community Vitality,Broken Parking Meter or Pay Station,9/3/16
379,Web,Community Vitality,Broken Parking Meter or Pay Station,1/9/16
380,Phone,Community Vitality,Broken Parking Meter or Pay Station,4/6/16
381,Phone,Community Vitality,Broken Parking Meter or Pay Station,4/6/16
382,Web,Community Vitality,Broken Parking Meter or Pay Station,9/10/16
383,Phone,Community Vitality,Broken Parking Meter or Pay Station,4/27/16
384,Phone,Community Vitality,Broken Parking Meter or Pay Station,11/9/16
385,Phone,Community Vitality,Broken Parking Meter or Pay Station,9/26/16
386,Phone,Community Vitality,Broken Parking Meter or Pay Station,6/22/16
387,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/25/16
388,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/12/16
389,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/25/16
390,iPhone,Community Vitality,Broken Parking Meter or Pay Station,4/8/16
391,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/8/16
392,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/20/16
393,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/20/16
394,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/19/16
395,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/20/16
396,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/6/16
397,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/21/16
398,Phone,Community Vitality,Broken Parking Meter or Pay Station,4/13/16
399,Phone,Community Vitality,Broken Parking Meter or Pay Station,9/13/16
400,Phone,Community Vitality,Broken Parking Meter or Pay Station,7/18/16
401,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/29/16
402,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/2/16
403,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/17/16
404,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/21/16
405,Phone,Community Vitality,Broken Parking Meter or Pay Station,3/22/16
406,Phone,Community Vitality,Broken Parking Meter or Pay Station,3/15/16
407,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/5/16
408,Phone,Community Vitality,Broken Parking Meter or Pay Station,7/22/16
409,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/5/16
410,Phone,Community Vitality,Broken Parking Meter or Pay Station,7/7/16
411,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/5/16
412,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/26/16
413,Phone,Community Vitality,Broken Parking Meter or Pay Station,7/15/16
414,Phone,Community Vitality,Broken Parking Meter or Pay Station,4/1/16
415,Phone,Community Vitality,Broken Parking Meter or Pay Station,11/23/16
416,Phone,Community Vitality,Broken Parking Meter or Pay Station,11/16/16
417,iPhone,Community Vitality,Broken Parking Meter or Pay Station,7/15/16
418,Phone,Community Vitality,Broken Parking Meter or Pay Station,3/3/16
419,Phone,Community Vitality,Broken Parking Meter or Pay Station,4/22/16
420,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/13/16
421,Phone,Community Vitality,Broken Parking Meter or Pay Station,8/9/16
422,Phone,Community Vitality,Broken Parking Meter or Pay Station,3/3/16
423,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/24/16
424,Phone,Community Vitality,Broken Parking Meter or Pay Station,2/5/16
425,Phone,Community Vitality,Broken Parking Meter or Pay Station,8/30/16
426,Phone,Community Vitality,Broken Parking Meter or Pay Station,9/15/16
427,Phone,Community Vitality,Broken Parking Meter or Pay Station,7/1/16
428,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/9/16
429,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/5/16
430,Web,Community Vitality,Broken Parking Meter or Pay Station,3/5/16
431,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/31/16
432,Phone,Community Vitality,Broken Parking Meter or Pay Station,11/18/16
433,Phone,Community Vitality,Broken Parking Meter or Pay Station,8/31/16
434,Phone,Community Vitality,Broken Parking Meter or Pay Station,2/16/16
435,Phone,Community Vitality,Broken Parking Meter or Pay Station,11/18/16
436,Web,Community Vitality,Broken Parking Meter or Pay Station,6/28/16
437,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/6/16
438,Phone,Community Vitality,Broken Parking Meter or Pay Station,6/28/16
439,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/15/16
440,Web,Community Vitality,Broken Parking Meter or Pay Station,9/1/16
441,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/10/16
442,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/26/16
443,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/14/16
444,Phone,Community Vitality,Broken Parking Meter or Pay Station,7/29/16
445,Phone,Community Vitality,Broken Parking Meter or Pay Station,5/25/16
446,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/14/16
447,Phone,Community Vitality,Broken Parking Meter or Pay Station,6/29/16
448,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/21/16
449,Phone,Community Vitality,Broken Parking Meter or Pay Station,7/5/16
450,Phone,Community Vitality,Broken Parking Meter or Pay Station,4/11/16
451,Phone,Community Vitality,Broken Parking Meter or Pay Station,7/22/16
452,Phone,Community Vitality,Broken Parking Meter or Pay Station,8/9/16
453,Phone,Community Vitality,Broken Parking Meter or Pay Station,3/17/16
454,Phone,Community Vitality,Broken Parking Meter or Pay Station,2/22/16
455,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/25/16
456,Phone,Community Vitality,Broken Parking Meter or Pay Station,8/17/16
457,Phone,Community Vitality,Broken Parking Meter or Pay Station,2/29/16
458,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/12/16
459,Phone,Community Vitality,Broken Parking Meter or Pay Station,8/5/16
460,Phone,Community Vitality,Broken Parking Meter or Pay Station,3/18/16
461,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/18/16
462,Web,Community Vitality,Broken Parking Meter or Pay Station,11/11/16
463,Phone,Community Vitality,Broken Parking Meter or Pay Station,7/20/16
464,Phone,Community Vitality,Broken Parking Meter or Pay Station,8/1/16
465,Phone,Community Vitality,Broken Parking Meter or Pay Station,9/27/16
466,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/2/16
467,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/20/16
468,Phone,Community Vitality,Broken Parking Meter or Pay Station,7/20/16
469,Phone,Community Vitality,Broken Parking Meter or Pay Station,8/5/16
470,Web,Community Vitality,Broken Parking Meter or Pay Station,9/13/16
471,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/19/16
472,Phone,Community Vitality,Broken Parking Meter or Pay Station,10/19/16
473,Phone,Community Vitality,Broken Parking Meter or Pay Station,1/27/16
474,Phone,Community Vitality,Broken Parking Meter or Pay Station,7/18/16
475,Web,Community Vitality,Broken Parking Meter or Pay Station,8/2/16
476,Phone,Community Vitality,Broken Parking Meter or Pay Station,7/7/16
477,Phone,Community Vitality,Broken Parking Meter or Pay Station,12/21/16
478,Phone,Community Vitality,Broken Parking Meter or Pay Station,4/26/16
479,Web,Community Vitality,Broken Parking Meter or Pay Station,10/20/16
